"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 09:45:34 GMT 2023","Tue Apr 04 09:45:37 GMT 2023","2536","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration",""
"failed","Tue Apr 04 09:45:52 GMT 2023","Tue Apr 04 09:45:53 GMT 2023","1173","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"passed","Tue Apr 04 09:45:38 GMT 2023","Tue Apr 04 09:45:39 GMT 2023","853","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Tue Apr 04 09:45:29 GMT 2023","Tue Apr 04 09:45:33 GMT 2023","4296","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Tue Apr 04 09:46:43 GMT 2023","Tue Apr 04 09:46:44 GMT 2023","851","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"passed","Tue Apr 04 09:45:43 GMT 2023","Tue Apr 04 09:45:44 GMT 2023","816","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Tue Apr 04 09:45:54 GMT 2023","Tue Apr 04 09:45:57 GMT 2023","2442","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"passed","Tue Apr 04 09:45:46 GMT 2023","Tue Apr 04 09:45:46 GMT 2023","329","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Tue Apr 04 09:46:23 GMT 2023","Tue Apr 04 09:46:30 GMT 2023","6998","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 09:46:15 GMT 2023","Tue Apr 04 09:46:21 GMT 2023","6570","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Tue Apr 04 09:45:42 GMT 2023","Tue Apr 04 09:45:42 GMT 2023","283","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Tue Apr 04 09:45:40 GMT 2023","Tue Apr 04 09:45:41 GMT 2023","826","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Tue Apr 04 09:45:58 GMT 2023","Tue Apr 04 09:46:14 GMT 2023","15836","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"passed","Tue Apr 04 09:45:50 GMT 2023","Tue Apr 04 09:45:51 GMT 2023","919","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Tue Apr 04 09:46:41 GMT 2023","Tue Apr 04 09:46:42 GMT 2023","1023","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 09:46:31 GMT 2023","Tue Apr 04 09:46:39 GMT 2023","8350","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 04 09:45:47 GMT 2023","Tue Apr 04 09:45:48 GMT 2023","1395","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
